number,values0,values1,values2,values3,sqrtPriceX96,tick,liquidity,feeGrowthGlobal0X128,feeGrowthGlobal1X128,position_token_id,position_liquidity,position_tick_lower,position_tick_upper,position_amount0,position_amount1,position_fees0_cumulative,position_fees1_cumulative
16219693,1183962250722,1000169582066366620035,0,84833450303201,2302457180693885351454651093163492,205553,31203981017892687890,2181620581902003936411883992456929,1026699780925062056301321001565722942741084,-1,60554998752661632,188750,222350,1184163066494,1000000000000000000000,0,0
16222093,1169322801896,1012620766155892610845,64878024,61800180940316797,2318747899162385489001287554456344,205694,17540821031132433136,2181985157052788187585985499073660,1027046583748145707407639599439896464086763,-1,60554998752661632,188750,222350,1184163066494,1000000000000000000000,0,0
16224493,1204093021989,983330873241572458286,139902619,110048721998314351,2280425969616657314568929983238151,205361,30523448134936311091,2182406749771601875934982373447527,1027317711286579945199071017760952647928490,-1,60554998752661632,188750,222350,1184163066494,1000000000000000000000,0,0
16226893,1217474732749,972314698853571656997,194879437,149831877477353750,2266012770497242894086255374140612,205234,20905059435363221456,2182715686150892854181613442855243,1027541268492241619844457934521929909830784,-1,60554998752661632,188750,222350,1184163066494,1000000000000000000000,0,0
16229293,1198716241711,987649912431112253989,40536443,35021542864547036,2270435262486917424056195007509857,205273,22227312718227892744,2182943499819872818882169549269372,1027738088574684734465475778290005927962009,-1,60548767947069164,188430,222030,1203230281340,984270098578671627159,194879437,149831877477353750
16231693,1193824839678,991676146425214365104,62200508,54932522557751033,2275703596294866001551435142483199,205319,22737464002634911280,2183065251251198923921514215795779,1027849987718588721288910282834966288550159,-1,60548767947069164,188430,222030,1203230281340,984270098578671627159,194879437,149831877477353750
16234093,1196405924652,989549265923485659840,98133062,83445983487952236,2272920569657780836424575412085603,205295,46555465465107464655,2183267191192711091143230870573939,1028010232564246331742465106811346190008654,-1,60548767947069164,188430,222030,1203230281340,984270098578671627159,194879437,149831877477353750
16236493,1196865119850,988973378608712750250,18205775,15946021450374268,2275732877226366029629403759490668,205319,29001499457139979699,2183369517946358519595843104613451,1028099858221584071205440357113084946732029,-1,60542372388498794,188500,222100,1199473052020,987187949511446723793,293012499,233277860965305986
16238893,1197784950827,988214797638388668265,29993219,25283012527696227,2274740167921692629443616837354464,205311,31485966568595190915,2183435770044943225007152139634739,1028152337391103935831083213707735221506276,-1,60542372388498794,188500,222100,1199473052020,987187949511446723793,293012499,233277860965305986
16241293,1174053836160,1007999880317639354808,63850417,63321534516601493,2300631716006577619818717260285935,205537,22618611010766339865,2183626066643574305872624282408703,1028366135393823396200897558729315894880961,-1,60542372388498794,188500,222100,1199473052020,987187949511446723793,293012499,233277860965305986
